Elementos,OBSERVACIONES,Estado,Uso,Ubicación,Destino,Observaciones,Movimiento,Fecha,Ubicación original,Destino original,Clasificación RUBA,Carga Ruba,ESTADO,NUEVA UBICACIÓN,DESTINO,OPERADOR,Fecha actualización Inventario,Operador carga
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
"Salida Storz 2½""", ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,, ,,,,,,
Sargentos, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sargentos, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sensitiva, ,Roto,No,Destacamento,Taller, ,,,,,, ,,,,,,
Sensor CHOICE MMED adulto/pediátrico/neo, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Sensor CHOICE MMED adulto/pediátrico/neo, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Sensor CHOICE MMED adulto/pediátrico/neo, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Sensor CHOICE MMED adulto/pediátrico/neo, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Serrucho, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Serrucho, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Silla, ,Bueno,Sí,Destacamento,Oficina guardia, ,,,,,, ,,,,,,
Silla de madera, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Silla de madera, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Silla de madera, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Silla de madera, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Silla de madera, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Silla de madera, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Silla de ruedas plegable, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
Silla Giratoria Tapizado Cuerina negra, ,Bueno,Sí,Cuartel Central,Oficina Comandancia, ,,,,,, ,,,,,,
Silla Giratoria Tapizado Cuerina negra, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Silla Giratoria Tapizado Cuerina negra, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Silla Giratoria Tapizado Cuerina negra, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Silla Giratoria Tapizado Cuerina negra, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo, ,,,,,, ,,,,,,
Silla Giratoria Tapizado Cuerina negra, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla madera tapizado marrón, ,Regular,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Silla metálica tapizado Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla para 5 pax tapizado rojo, ,Bueno,Sí,Cuartel Central,Museo, ,,,,,, ,,,,,,
Silla para 5 pax tapizado rojo, ,Bueno,Sí,Cuartel Central,Museo, ,,,,,, ,,,,,,
Silla para 5 pax tapizado rojo, ,Bueno,Sí,Cuartel Central,Museo, ,,,,,, ,,,,,,
Silla para 5 pax tapizado rojo, ,Bueno,Sí,Cuartel Central,Museo, ,,,,,, ,,,,,,
Silla para 5 pax tapizado rojo, ,Bueno,Sí,Cuartel Central,Museo, ,,,,,, ,,,,,,
Silla plástica Blanca, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Silla plástica Blanca, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Silla plástica Blanca, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Comandancia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Comandancia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Silla plástica negra, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Silla tapizada 5 pax Rojo, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas estructura metálica tapizado negro, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Sillas Madera Tapizada Cuerina Marrón, ,Regular,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Sillas Madera Tapizada Cuerina Marrón, ,Regular,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Sillas Madera Tapizada Cuerina Marrón, ,Regular,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Sillón dos cuerpos, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Sillón ergonómico 5 ruedas, ,Nuevo,Sí,Cuartel Central,Museo, ,Alta,8/15/2022,Comercio,,,,,,,Bravo 2,9/1/2022,Bravo 9
Sillón ergonómico 5 ruedas, ,Nuevo,Sí,Cuartel Central,Museo, ,Alta,8/15/2022,Comercio,,,,,,,Bravo 2,9/1/2022,Bravo 9
Sillón madera con almohadón 1 pax, ,Bueno,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Sillón madera con almohadón 1 pax, ,Bueno,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Sillón madera con almohadón 2 pax, ,Bueno,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Sillón tres cuerpos, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Sistema de Flotación para Camilla SKED, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Sistema de inmovilización pediátrico, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/13/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Sistema de inmovilización pediátrico, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/13/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Sistema de inmovilización pediátrico, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/13/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Sistema de inmovilización pediátrico, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/13/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Soga, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Soga, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Soga, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Soga, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Soga, ,Bueno,Sí,Destacamento,Unidad 5,,,,,,,,,,,,,
Soga, ,Bueno,Sí,Destacamento,Unidad 5,,,,,,,,,,,,,
Soldador tipo pistola 100 W marca Vesubio, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soldadora eléctrica, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soldadora eléctrica, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soldadora eléctrica, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soldadora eléctrica, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soldadora eléctrica, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Sommier 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Sommier una plaza, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Sonda, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soplete de gas, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Soplete de gas, ,Roto,No,Destacamento,Taller, ,,,,,, ,,,,,,
Soporte para equipo autónomo, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Soporte para equipo autónomo, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Tabla espinal corta madera, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga madera, ,Bueno,Sí,Cuartel Central,Oficina guardia, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica, ,Nuevo,No,Destacamento,Almacén, ,Alta,9/8/2019,Comercio,No aplica,, ,,,,Bravo 4,10/6/2019,Bravo 9
Tabla espinal larga plástica, ,Nuevo,No,Destacamento,Almacén, ,Alta,9/8/2019,Comercio,No aplica,, ,,,,Bravo 4,10/6/2019,Bravo 9
Tabla espinal larga plástica, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica , ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica , ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica , ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica , ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica Pediátrica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica Pediátrica, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica Pediátrica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal larga plástica Pediátrica, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tabla espinal pediátrica (roja), ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Tablero bomba fly, ,Bueno,Sí,Destacamento,Unidad 2, ,,,,,, ,,,,,,
Tablero de tomas, ,Bueno,Sí,Destacamento,Unidad 2, ,,,,,, ,,,,,,
Tablero general, ,Bueno,Sí,Destacamento,Unidad 2, ,,,,,, ,,,,,,
"Taco 4"" x 60 cm", ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,,,
Tacos de madera, ,Bueno,Sí,Cuartel Central,Unidad 3,Material de zapa,,,,,, ,,,,,,
Taladro eléctrico, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Taladro eléctrico, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Taladro eléctrico de banco, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Taladro inalámbrico Black & Decker modelo HP180K serie RQRBDD1059, ,Nuevo,Sí,Cuartel Central,Sala Buceo, ,,,,,, ,,,,,,
Tanque de GO capacidad 100 litros, ,Bueno,Sí,Destacamento,Unidad 2, ,,,,,, ,,,,,,
"Tapa ciega Storz 1½""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Storz 1¾ """, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Storz 2½""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Storz 2½""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Storz 5""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Storz 5""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Withworth 5""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Tapa ciega Withworth 5""", ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Taquilla 12 gabinetes, ,Bueno,Sí,Destacamento,Galpón, ,,,,,, ,,,,,,
Taquilla Metálica 12 Puertas, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Tarugos para gas, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Teclado y mouse Logitech mk470 wireless, ,Nuevo,Sí,Cuartel Central,Oficina Cuerpo Activo, ,Alta,6/14/2022,Comercio,,,,,,,Bravo 2,6/16/2022,Bravo 9
Telefax marca Panasonic modelo KXFT982A6, ,Nuevo,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Teléfono blanco Panasonic, ,Bueno,Sí,Cuartel Central,Dormitorio Cuartelero, ,,,,,, ,,,,,,
Teléfono blanco Panasonic, ,Bueno,Sí,Cuartel Central,Dormitorio Cuartelero, ,,,,,, ,,,,,,
Teléfono fijo c/ ID llamada, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Teléfono fijo c/ ID llamada, ,Bueno,Sí,Cuartel Central,Oficina Guardia, ,,,,,, ,,,,,,
Teléfono inalámbrico, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Teléfono inalámbrico, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Nokia, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Panasonic, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Panasonic modelo KX-TG1712 (central  y periférico), ,Bueno,Sí,Destacamento,Casa habitación, ,,8/29/2017,Compra,,, ,,,,Bravo 4,9/27/2017,Bravo 9
Teléfono Sin Cargador, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Sin Cargador, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Telecom, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Telecom, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Teléfono Telecom, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo, ,,,,,, ,,,,,,
"Televisor Bluestar 32""", ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
"Televisor Bluestar 32"" LCD", ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
"Televisor marca JVC modelo LT43DA770 LED 43""", ,Nuevo,Sí,Cuartel Central,Museo, ,Alta,8/15/2022,Comercio,,,,,,,Bravo 2,9/1/2022,Bravo 9
"Televisor Noblex 20""", ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Tenaza mediana, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Tensiómetro analógico, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Tensiómetro aneroide de mano adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Tensiómetro aneroide de mano adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Tensiómetro aneroide de mano adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Tensiómetro aneroide de mano adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Tensiómetro marca SAN-UP modelo MU6107, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Termo Montagne 500 cc, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Termo Montagne 500 cc, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Termo Montagne 500 cc, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Termo Montagne 500 cc, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Termómetro infrarrojo marca CEM modelo DT-8835, ,Nuevo,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Termotanque 150 litros, ,Bueno,Sí,Destacamento,Galpón, ,,,,,, ,,,,,,
Tijera corta chapa, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Tijera corta chapa, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Tijera corta chapa, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Tiradores Lion, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
